merchant_id|longitude|latitude|token
WJCPtVYleLdsKi|32.709070|-80.907206|3dc4196e0a48c992961b17dad0593d96966dc6c6e63c841683c1e05de5497d05
mOLJEOSxGcLqOn|48.517776|-80.219330|bda81706b883329917f74e267b325a61dcd6d8bb2d5ac5f32c6ca0a4fe2b94e8
efvwNezUaupsoC|42.174955|-93.381037|bda81706b883329917f74e267b325a61dcd6d8bb2d5ac5f32c6ca0a4fe2b94e8
NOMhKgHEcCWhTK|42.899642|-89.986447|bda81706b883329917f74e267b325a61dcd6d8bb2d5ac5f32c6ca0a4fe2b94e8
cemSmEtqyjwXQd|43.026226|-73.603211|fb8e12ce994ca04495bd7ba69b34b10faa698a0c800ac8705b8e703ef305a0c5
wVhtFGcVnbWDjJ|36.785903|-96.398096|fb8e12ce994ca04495bd7ba69b34b10faa698a0c800ac8705b8e703ef305a0c5
JPZHErtkNWkEdH|36.968748|-90.960298|fb8e12ce994ca04495bd7ba69b34b10faa698a0c800ac8705b8e703ef305a0c5
vEqQmHAeOiScDq|41.631166|-90.334766|42529a188cc578808f965aa0bbd9baf67a011a5198c8c25d5e1b4d0671d83871
yKcHhXQcSbreZD|39.587727|-78.487248|42529a188cc578808f965aa0bbd9baf67a011a5198c8c25d5e1b4d0671d83871
yjazylMFgjRkkU|41.283968|-94.611700|42529a188cc578808f965aa0bbd9baf67a011a5198c8c25d5e1b4d0671d83871
OigpavGCaPcgVH|33.684833|-95.332515|caaa7821debe1e9121de2ceb05fc6170bd7de1fbc01ec398383975d1d7be3fc2
qHConskgFCcaDd|45.111291|-94.720554|caaa7821debe1e9121de2ceb05fc6170bd7de1fbc01ec398383975d1d7be3fc2
DhtJzheMZheanP|40.925481|-87.664872|caaa7821debe1e9121de2ceb05fc6170bd7de1fbc01ec398383975d1d7be3fc2
JjzgsIyyezNObX|33.218410|-76.966961|e2b6fdcb8e65bee0f84ce7d720e79cb51f551af997caff2180cc5cb9a3ce1434
jiMJWkCAFerpSB|38.168512|-117.664055|e2b6fdcb8e65bee0f84ce7d720e79cb51f551af997caff2180cc5cb9a3ce1434
CvmChEFDwOwMOd|45.565525|-87.103080|e2b6fdcb8e65bee0f84ce7d720e79cb51f551af997caff2180cc5cb9a3ce1434
efjIdviChJRqDX|39.714361|-97.039065|65af509c06e1677ccc98753db95d8bbd226151246ddda9d6b2183d4cca63f496
DtRMfxsraIDHpM|41.278360|-102.335069|65af509c06e1677ccc98753db95d8bbd226151246ddda9d6b2183d4cca63f496
JkAGXFNDLBNflA|39.587761|-94.252559|65af509c06e1677ccc98753db95d8bbd226151246ddda9d6b2183d4cca63f496
bniTKIjdrlHBlp|44.527169|-92.425867|1162a0ab9c4ff24a8caf2cc7e2e3855708bda600b3cc19dbb6761282fb998009
SSvMCXUkEzjvzR|31.036430|-77.867940|1162a0ab9c4ff24a8caf2cc7e2e3855708bda600b3cc19dbb6761282fb998009
VYPdvGtRTyGzTb|28.380874|-94.737769|1162a0ab9c4ff24a8caf2cc7e2e3855708bda600b3cc19dbb6761282fb998009
OpAdNoXXuKZZAp|44.220552|-89.733612|adeffc519de66e7029ea431b36f253d2062ccc9c79e7c4ef860e490808dd4828
PTwveffQNNGczf|34.151651|-96.564042|adeffc519de66e7029ea431b36f253d2062ccc9c79e7c4ef860e490808dd4828
YPowncndNpweWL|30.133534|-81.428010|adeffc519de66e7029ea431b36f253d2062ccc9c79e7c4ef860e490808dd4828
oqheaCZARutFvi|43.770692|-75.963659|a0c75adfc6e8f23f3d66c6fa3fff59663041e3d5c5b8ffeae5e7cb83df7eed27
dQZDCXEvKLPkxi|43.126628|-77.412211|a0c75adfc6e8f23f3d66c6fa3fff59663041e3d5c5b8ffeae5e7cb83df7eed27
zaOWCEosbsgHjb|35.249738|-70.850331|a0c75adfc6e8f23f3d66c6fa3fff59663041e3d5c5b8ffeae5e7cb83df7eed27
DisKMJoZbVynbQ|33.074275|-84.532495|54b253977ad3e4a59749e2d58a9adbb979860919cad620bb2e31f360c0baddac
NnZFrBnRCoJoON|41.396031|-89.713707|54b253977ad3e4a59749e2d58a9adbb979860919cad620bb2e31f360c0baddac
XOqJGiPrJhWzVE|40.355181|-86.950497|54b253977ad3e4a59749e2d58a9adbb979860919cad620bb2e31f360c0baddac
jSDkkKQBlcBDYh|40.807343|-88.444114|9049f606782e67e7764e52205292c06587c79a3ac50386ecaf4db44ac625816a
RjFLDUMvYZEsPr|45.452563|-114.497880|9049f606782e67e7764e52205292c06587c79a3ac50386ecaf4db44ac625816a
NdjRKywaqTpxAC|38.427896|-92.799259|9049f606782e67e7764e52205292c06587c79a3ac50386ecaf4db44ac625816a
ptRYoQdTzvTodk|39.985522|-86.201737|657f1956e6524a078b529501cb21c6a3f542069e757d8e3155e75db40a36fff5
SQhsVjmQLRolng|46.192115|-121.790174|657f1956e6524a078b529501cb21c6a3f542069e757d8e3155e75db40a36fff5
LJUmQYuSLAIzJa|39.839421|-96.731707|657f1956e6524a078b529501cb21c6a3f542069e757d8e3155e75db40a36fff5
YPAhLVFaVGxgnI|40.265229|-79.479528|8560f6a8e99180ae51aefed82a974730bfa42d3dfcb54441210bdf87551b8a6f
VUECmMNUvXEYoD|27.044040|-93.141905|8560f6a8e99180ae51aefed82a974730bfa42d3dfcb54441210bdf87551b8a6f
jnvSQHIgHPACkA|37.906165|-76.787445|8560f6a8e99180ae51aefed82a974730bfa42d3dfcb54441210bdf87551b8a6f
pWkDaeBXjhDcZH|35.970311|-80.491427|daa2f70216a1fdb68c5c1473297af717091280ed2c10739a0cf4ae03d7456717
PiPIUzdNwRDkfp|37.280857|-82.717509|daa2f70216a1fdb68c5c1473297af717091280ed2c10739a0cf4ae03d7456717
MQrNZhuhVDIVtF|44.344403|-96.979608|daa2f70216a1fdb68c5c1473297af717091280ed2c10739a0cf4ae03d7456717
CBWQgmAqBdzLoS|39.874188|-74.085596|eadcb1123d79f7390e736a6080f502fa6dc0079815ac952234294616b49cf3fe
NFFpzoplwAmwSs|45.701653|-96.757220|eadcb1123d79f7390e736a6080f502fa6dc0079815ac952234294616b49cf3fe
bmUrArOnsrCcRJ|31.395462|-90.945842|eadcb1123d79f7390e736a6080f502fa6dc0079815ac952234294616b49cf3fe
mOrQoaeDsrRrkT|37.229114|-87.927543|f18fd4475a266c306a0331fcc25034ef72a33a9e36833d41fd90bd2b9a74435a
DoOsRHUNskQjRT|40.778673|-96.750303|f18fd4475a266c306a0331fcc25034ef72a33a9e36833d41fd90bd2b9a74435a
vQTLCwQHBwGgWZ|36.272973|-80.169607|f18fd4475a266c306a0331fcc25034ef72a33a9e36833d41fd90bd2b9a74435a
fZujFgOnNErgcY|35.451143|-87.791022|e9e7b5842412eeb96abead7406910b3809590422242c0cdd305c811868b0513a
nWgOezTmpBjDat|32.835647|-111.861428|e9e7b5842412eeb96abead7406910b3809590422242c0cdd305c811868b0513a
MmYmqVUkLoUErB|41.536276|-76.937846|e9e7b5842412eeb96abead7406910b3809590422242c0cdd305c811868b0513a
ACgfHGuiwKiltH|33.988742|-79.874291|5e9874d07d0db8741daf6497984fbff49e8eba74583933056cecde70eda72b32
EGBLvcsdbIFTQV|43.050847|-72.673437|5e9874d07d0db8741daf6497984fbff49e8eba74583933056cecde70eda72b32
NUPfKwSnWztovY|41.610371|-87.077639|5e9874d07d0db8741daf6497984fbff49e8eba74583933056cecde70eda72b32
oTVMEqwHUNPmQr|44.486671|-71.341563|f9b2bd1b203efda0a2e1ffaf8792b5ccb2a526ce08659bcd24729ceb0974e9ab
egSEijhTvTGFBQ|40.513078|-97.133458|f9b2bd1b203efda0a2e1ffaf8792b5ccb2a526ce08659bcd24729ceb0974e9ab
HjZGMBAPhVNNjA|38.570541|-96.805957|f9b2bd1b203efda0a2e1ffaf8792b5ccb2a526ce08659bcd24729ceb0974e9ab
LQJKvVepplXnLg|34.743934|-70.210172|130170a47a9eb318dd4b8af172c1b2830348f8791458ab040926656b7c2a9d97
lWhqRYglEZhufv|33.211065|-75.312667|130170a47a9eb318dd4b8af172c1b2830348f8791458ab040926656b7c2a9d97
GhdmxeICiUqVgz|33.266191|-81.502279|130170a47a9eb318dd4b8af172c1b2830348f8791458ab040926656b7c2a9d97
duQFMqyEOBhCDB|33.755440|-80.086833|87ecc0a7b709653a9f872d1c81e436dbb14c64c5fec76aa2ad1337ba491d6c65
OjJrhFErUzliPI|41.137443|-75.340456|87ecc0a7b709653a9f872d1c81e436dbb14c64c5fec76aa2ad1337ba491d6c65
iosrROAOCCYEEP|35.236289|-84.062638|87ecc0a7b709653a9f872d1c81e436dbb14c64c5fec76aa2ad1337ba491d6c65
TjUnFZJRUioUeb|35.156701|-91.031272|4d3c68d3dcebd0e1f22f1d83b958a8738bbbb5b562e37e3bff6b6beb02b6492a
gPAJVIJtRWYykc|46.337830|-75.303852|4d3c68d3dcebd0e1f22f1d83b958a8738bbbb5b562e37e3bff6b6beb02b6492a
TuCOeDtjNwHEur|36.112897|-90.472130|4d3c68d3dcebd0e1f22f1d83b958a8738bbbb5b562e37e3bff6b6beb02b6492a
EfVXinOWWgTbir|41.180690|-121.347099|60b18fdef3e2253199e30f7bbf2ca78b560822430063f86588e78a22d71e206f
ILUJQiZBZUBLmb|41.214745|-93.161634|60b18fdef3e2253199e30f7bbf2ca78b560822430063f86588e78a22d71e206f
hiIUETTqXJeMOw|36.776091|-79.062548|60b18fdef3e2253199e30f7bbf2ca78b560822430063f86588e78a22d71e206f
yOToDVLnmQaqEw|41.050810|-90.204456|eb1cd23285d351d7a5fd7b615728b2168552dacaf608f18c54f45a4ee1b90554
TCgelWJAVGqtYe|47.502956|-90.437585|eb1cd23285d351d7a5fd7b615728b2168552dacaf608f18c54f45a4ee1b90554
aHjtNJIwBoljyj|34.880507|-90.489134|eb1cd23285d351d7a5fd7b615728b2168552dacaf608f18c54f45a4ee1b90554
mMvwUlhUdMLCuS|44.152674|-122.487522|aaaf1706cb7a90c70208067b58afee25efc33100c16d5a261c9c933c3e5f11c2
esbjJKFeilegNe|39.513041|-82.881942|aaaf1706cb7a90c70208067b58afee25efc33100c16d5a261c9c933c3e5f11c2
BApilBRTKslpwY|47.171836|-84.449876|aaaf1706cb7a90c70208067b58afee25efc33100c16d5a261c9c933c3e5f11c2
vqTcJxcpMFpBba|40.696011|-86.838278|3307abeebf11c33019924f70a424cc92a89a62782bb55ff1e832ca15db9b7d1d
eYxFhLbKWPTZLP|40.353294|-90.259309|3307abeebf11c33019924f70a424cc92a89a62782bb55ff1e832ca15db9b7d1d
ZddGnNiJJuQtGq|41.922577|-96.165198|3307abeebf11c33019924f70a424cc92a89a62782bb55ff1e832ca15db9b7d1d
bDIbGvizgmoIuc|46.191715|-93.025923|cd4db2a6eea9f61acd797f006938435945e449e9ccfb2dedc235870e23624dcb
QYAgRvmzKCwbPs|42.545068|-87.664168|cd4db2a6eea9f61acd797f006938435945e449e9ccfb2dedc235870e23624dcb
WJVdxYisHaiYfX|41.493803|-80.142660|cd4db2a6eea9f61acd797f006938435945e449e9ccfb2dedc235870e23624dcb
hgqmQyIQYmkPky|33.832665|-84.180776|eceb5294c5a0c375601815de3e7ce97702d9ffbc6791431f8b7c99fedd7073d6
upayTMRsffBKVy|42.107863|-83.809432|eceb5294c5a0c375601815de3e7ce97702d9ffbc6791431f8b7c99fedd7073d6
xpeBqNnkFuVvIc|40.955474|-87.866737|eceb5294c5a0c375601815de3e7ce97702d9ffbc6791431f8b7c99fedd7073d6
mCGuiHebzqwxZm|45.219345|-75.558053|380b1402eb5b445434a367c8e3830c747eb25053300cbe03d79e227a5baa1942
GRYZdOJwofhGpG|40.884011|-123.454999|380b1402eb5b445434a367c8e3830c747eb25053300cbe03d79e227a5baa1942
owrkTunxTwQGur|39.771426|-79.346496|380b1402eb5b445434a367c8e3830c747eb25053300cbe03d79e227a5baa1942
oyLLnPGumsSYuf|40.951853|-91.935074|fe153281e439e051a8ca5e26d0093cbebf53a514e13d94bf1b731b41df362c27
fZEqzQEeelApJP|41.007120|-123.318150|fe153281e439e051a8ca5e26d0093cbebf53a514e13d94bf1b731b41df362c27
JqPgNQDgvJIQdy|47.038008|-85.657535|fe153281e439e051a8ca5e26d0093cbebf53a514e13d94bf1b731b41df362c27
iaHqDaOWbVPhDM|34.853132|-94.645020|c7152be7b2dd55ad58c3383e75dae6be63fc6b61396d0c68568935bb7c40bac6
xTTnZDQABQEJIn|39.638028|-97.117701|c7152be7b2dd55ad58c3383e75dae6be63fc6b61396d0c68568935bb7c40bac6
pTzQJgiTjIThCP|37.534861|-115.750000|c7152be7b2dd55ad58c3383e75dae6be63fc6b61396d0c68568935bb7c40bac6
phtagLJKkjxGHU|42.627744|-87.246658|f50fc0ed359563634689d3bb528eabffb09df684f410b844665f52e4fdfda8c6
tiIqOMvLtgSAQX|34.064826|-95.781721|f50fc0ed359563634689d3bb528eabffb09df684f410b844665f52e4fdfda8c6
AIUrFRYDHypmgI|47.237192|-104.913760|f50fc0ed359563634689d3bb528eabffb09df684f410b844665f52e4fdfda8c6
puJrNxEBvMyJSu|43.928203|-89.390014|612dade592c694c2ecc25f0b12d9526f44cd5114ce4fc7aa9b82c0fbc3f08d10
MIeHFYWsMWVkFT|34.531945|-117.440335|612dade592c694c2ecc25f0b12d9526f44cd5114ce4fc7aa9b82c0fbc3f08d10
VNyevVxSVASOyM|35.655005|-83.193908|612dade592c694c2ecc25f0b12d9526f44cd5114ce4fc7aa9b82c0fbc3f08d10
lmlyrEJQKyqzbS|30.130113|-75.789611|4d743906f24f16f59d7efb8e13eebe8f913239d68ca5f835f242b5ce78fea8ea
lqWbtWNvzFTjYb|36.738391|-74.618775|4d743906f24f16f59d7efb8e13eebe8f913239d68ca5f835f242b5ce78fea8ea
jvCSfWNQDXLcYx|34.644721|-89.839359|4d743906f24f16f59d7efb8e13eebe8f913239d68ca5f835f242b5ce78fea8ea
uNOBJbiwlPMUpl|38.409020|-76.470157|2af77082c823f5cb669647305836d56cc2c2fcf14c835e0428b525dff5554a1f
ioXSMsjhoeDjxT|39.513149|-96.884229|2af77082c823f5cb669647305836d56cc2c2fcf14c835e0428b525dff5554a1f
SMrfBvkFTzyJNQ|39.803831|-116.984908|2af77082c823f5cb669647305836d56cc2c2fcf14c835e0428b525dff5554a1f
uIlZhWJIvGtkxz|45.532521|-122.267942|92298fc776757629942cad0138efced945ceee601aaeb852fb057e71c617b3c2
nwQasgBzWjsxOD|42.896003|-80.303824|92298fc776757629942cad0138efced945ceee601aaeb852fb057e71c617b3c2
nWkATxYjYezWUH|33.026880|-79.357485|92298fc776757629942cad0138efced945ceee601aaeb852fb057e71c617b3c2
tXzQFoTBagVLCs|39.391002|-81.872989|d3a5b944c3f4b3343b8764d5d32207393a60c11ea7a7f141a902341e0766e61b
ExdhwXjNKeBCGh|43.566978|-71.050780|d3a5b944c3f4b3343b8764d5d32207393a60c11ea7a7f141a902341e0766e61b
oVyQbZaQDvdCEP|43.632678|-95.123804|d3a5b944c3f4b3343b8764d5d32207393a60c11ea7a7f141a902341e0766e61b
XcXGdEqjImrLXd|43.096107|-105.807404|1f3e63aff54080e4b8ee1928180baf5865e350beffe2c737b971ee39c2efbc84
AprhMPKfniEMhL|41.723139|-82.730157|1f3e63aff54080e4b8ee1928180baf5865e350beffe2c737b971ee39c2efbc84
KbEAjPVGFkAztn|31.045284|-83.178279|1f3e63aff54080e4b8ee1928180baf5865e350beffe2c737b971ee39c2efbc84
txbqOBaWcosxxx|39.812351|-75.981270|0f298e4078695fb0a1005744864372b03b67df1d887690b5a17f12aa0afbff09
jGKbBrithGfkjP|36.206990|-85.091091|0f298e4078695fb0a1005744864372b03b67df1d887690b5a17f12aa0afbff09
AvPnnuxlaxdhJX|39.543713|-77.404353|0f298e4078695fb0a1005744864372b03b67df1d887690b5a17f12aa0afbff09
OuiavoHAXdRMsh|39.788958|-91.273782|2eec1f2b7d84265a41a5ecd1632b334adfbd583a25d2e2feb3630d1adf07faed
BKEQbEUVfMiiUC|42.005618|-86.174496|2eec1f2b7d84265a41a5ecd1632b334adfbd583a25d2e2feb3630d1adf07faed
LRFsayuuvcjgDQ|45.304043|-90.392757|2eec1f2b7d84265a41a5ecd1632b334adfbd583a25d2e2feb3630d1adf07faed
AseGoHKVoJpgXH|30.117448|-88.808557|cb7141e02699d25abc1f6015ae50bdd56d88598c58abd5b66d776a6558b34ee7
CzdlyEMWeDPPBd|27.554135|-109.216788|cb7141e02699d25abc1f6015ae50bdd56d88598c58abd5b66d776a6558b34ee7
RtqyUFSyNQJaZN|34.757954|-74.426669|cb7141e02699d25abc1f6015ae50bdd56d88598c58abd5b66d776a6558b34ee7
LHGEquhWrldHeE|39.182863|-95.269982|2bf8af6fe4561568e04a0621b1f05d9e1703971da0a4b50fb8de4fae629b3f33
vCsFwLSHCCaoJB|33.893963|-85.137472|2bf8af6fe4561568e04a0621b1f05d9e1703971da0a4b50fb8de4fae629b3f33
iNNXktWwYjfjjl|40.904290|-80.163817|2bf8af6fe4561568e04a0621b1f05d9e1703971da0a4b50fb8de4fae629b3f33
QHDIASmqhsUKvp|38.014985|-120.357883|4ad7cd79eecd4314c20a1549183bccc77fcbe19bd4827954b60e5c805bb9e529
CxZjCVHLnDgvxP|39.794358|-112.498302|4ad7cd79eecd4314c20a1549183bccc77fcbe19bd4827954b60e5c805bb9e529
vKjFJwlaGfupqF|41.202539|-157.540177|4ad7cd79eecd4314c20a1549183bccc77fcbe19bd4827954b60e5c805bb9e529
nabSEQfNvBfmiS|27.185350|-82.614672|a32b6e6c822f27483f9e487b7c1fe7c7f7e5d8fbb92ee86753279052f5507896
ieWKMLUAfHQDnI|36.128928|-120.915301|a32b6e6c822f27483f9e487b7c1fe7c7f7e5d8fbb92ee86753279052f5507896
JjTWukgUEMQCCw|39.948645|-86.325025|a32b6e6c822f27483f9e487b7c1fe7c7f7e5d8fbb92ee86753279052f5507896
cqHeeoNVvouuwD|37.746389|-80.037993|2e0b1c43c606c8509f56ca145ae81043f0b01b523f0e97416a9b93551f06bcf2
UvLmKzORQkMJIr|41.531438|-83.404272|2e0b1c43c606c8509f56ca145ae81043f0b01b523f0e97416a9b93551f06bcf2
AGCuEGBqyTSfTE|28.480920|-83.655643|2e0b1c43c606c8509f56ca145ae81043f0b01b523f0e97416a9b93551f06bcf2
srbXNJYTBffnxO|30.119627|-83.046862|1fee2ad137c4c1bebf7dd199c253e96b92f7385142b7f3fd38d11f93f19d3194
AeNzXTsXlMqYDP|30.590081|-118.471347|1fee2ad137c4c1bebf7dd199c253e96b92f7385142b7f3fd38d11f93f19d3194
YFeBUwNwVPAvnj|34.675116|-118.285071|1fee2ad137c4c1bebf7dd199c253e96b92f7385142b7f3fd38d11f93f19d3194
oKoFQRLlzGlEyv|32.761456|-84.551233|a5b78e858b981f98ac81ef67a0491c5a7247f7d0a62c781d936de01ae1017377
xubIielDQiurqF|47.679948|-89.185779|a5b78e858b981f98ac81ef67a0491c5a7247f7d0a62c781d936de01ae1017377
gbLjHAakmUaKZh|35.961044|-83.476814|a5b78e858b981f98ac81ef67a0491c5a7247f7d0a62c781d936de01ae1017377
qPwuLDFnVvVyHo|40.559096|-117.132279|fa81a040697d0518f3d78e21289d6c8e5a7de7073cbde3f2b54473818a50457d
yQZOiQXZMxUJpK|35.805147|-90.382037|fa81a040697d0518f3d78e21289d6c8e5a7de7073cbde3f2b54473818a50457d
weJSyUhwGZxVGI|27.641460|-82.512295|fa81a040697d0518f3d78e21289d6c8e5a7de7073cbde3f2b54473818a50457d
UoVeNEBeGvWyoy|42.209335|-82.904061|958f450b0354e9c2ee161d6340700980694d35546575ecc998fa7ae6e4ac8ff6
xvbmLnPPDFbKDX|40.380467|-95.462058|958f450b0354e9c2ee161d6340700980694d35546575ecc998fa7ae6e4ac8ff6
JYnIBfLVyQQgAr|40.435070|-78.401155|958f450b0354e9c2ee161d6340700980694d35546575ecc998fa7ae6e4ac8ff6
WEFgsezsLSNQYT|40.813789|-93.696475|747e5b91aee3e705c9baf89eb62279f7c3c5438a9b3cf577b9d4d6296af2990d
qpLyiSWVqturvc|34.031551|-75.440841|747e5b91aee3e705c9baf89eb62279f7c3c5438a9b3cf577b9d4d6296af2990d
KLCKHPSNgmqhLW|40.070338|-89.668759|747e5b91aee3e705c9baf89eb62279f7c3c5438a9b3cf577b9d4d6296af2990d
DufWrAhNlkgpXo|40.650301|-85.972091|4788af8c88972f3d6e507314e1ff0d8273f037d9b5ae50005d7f91df3619bad1
oxMliqqiVEdvEo|30.149324|-95.055178|4788af8c88972f3d6e507314e1ff0d8273f037d9b5ae50005d7f91df3619bad1
lLDIxQcIFzkFyQ|45.571352|-92.853102|4788af8c88972f3d6e507314e1ff0d8273f037d9b5ae50005d7f91df3619bad1
DXqVYbJbfQTqCG|44.906350|-92.739469|57889cc1ce8cc994322067dc4e5f17aceae04c3868b5105f4b6d46d483f55c09
byrpjMwzkpXObe|44.603661|-78.867222|57889cc1ce8cc994322067dc4e5f17aceae04c3868b5105f4b6d46d483f55c09
hsmxXomqLcCYrh|37.980955|-117.681191|57889cc1ce8cc994322067dc4e5f17aceae04c3868b5105f4b6d46d483f55c09
OAXTXagWFrqihe|44.849258|-72.853057|1f8853eb9c2a8852d780c4e0744741d206a103e8dbd8fcc745a9465893bcb317
DQIKSxOtFGqQrN|42.674234|-77.514034|1f8853eb9c2a8852d780c4e0744741d206a103e8dbd8fcc745a9465893bcb317
ytMgMMnqBxVSwo|35.817764|-83.014484|1f8853eb9c2a8852d780c4e0744741d206a103e8dbd8fcc745a9465893bcb317
PsScUYbsrpOykE|43.633837|-75.837902|46e8a3e3991327001fb7a4f9a89b23a423ad211d5fa78910fba42537d57047f6
fgtmcBmILWgjyR|40.045164|-76.999849|46e8a3e3991327001fb7a4f9a89b23a423ad211d5fa78910fba42537d57047f6
KTFudrvoXGZnVS|34.893526|-85.551451|46e8a3e3991327001fb7a4f9a89b23a423ad211d5fa78910fba42537d57047f6
MrExFRXkFSkjRR|25.856462|-93.340620|0654023567dacee4696182a3fb3fb28b970dc2fdc770d9f85a56368d91518f45
lOncFpOoszSztb|40.442589|-84.141059|0654023567dacee4696182a3fb3fb28b970dc2fdc770d9f85a56368d91518f45
louuFdeTzmlwsQ|42.655894|-87.273876|0654023567dacee4696182a3fb3fb28b970dc2fdc770d9f85a56368d91518f45
RQlMlqbGqtVGPc|41.115229|-75.877120|0432fd4257e2e61ee85f199b3cda3ea6cd9bc0f3e085b642044d36ad9181e052
piIsjifoMfXppm|43.125615|-119.754495|0432fd4257e2e61ee85f199b3cda3ea6cd9bc0f3e085b642044d36ad9181e052
HNmJHBNzccxNTy|34.645173|-74.876928|0432fd4257e2e61ee85f199b3cda3ea6cd9bc0f3e085b642044d36ad9181e052
kwNGCVdxeaHLvw|37.032375|-83.667961|d56233790fa23d1fc4a3a956b4d0c64ef415ff54c879c2617a149526a6f05bcc
lYAVxGtKuUaAFH|37.947981|-96.413526|d56233790fa23d1fc4a3a956b4d0c64ef415ff54c879c2617a149526a6f05bcc
ZopgHuEiTPrXKC|42.520564|-82.735383|d56233790fa23d1fc4a3a956b4d0c64ef415ff54c879c2617a149526a6f05bcc
fAvbhaEjQtUvBJ|40.962186|-71.286762|2533e6ef43b94e47b3c1f5e11211ec3a99c1383d751c3b113ae1fefeb1d999bc
HBnUXwvTtXwwiS|37.103732|-72.642712|2533e6ef43b94e47b3c1f5e11211ec3a99c1383d751c3b113ae1fefeb1d999bc
NLxigSKiEMkCFH|41.660401|-97.341378|2533e6ef43b94e47b3c1f5e11211ec3a99c1383d751c3b113ae1fefeb1d999bc
CwUiEJeYWQOSBW|37.092190|-82.480010|f11ce656712387feffc636e3f679d51ce83186736b012c130b5a11628f950fec
uwCxpxEjDNkhEf|41.604747|-86.027600|f11ce656712387feffc636e3f679d51ce83186736b012c130b5a11628f950fec
iKOCNRYiXHLCeQ|39.266739|-95.861329|f11ce656712387feffc636e3f679d51ce83186736b012c130b5a11628f950fec
YcMbjcrHuHPzed|35.170750|-75.776625|bf0cb3633c80d4c514f66864ea6d98362367eefd9d5d3c883a75caf96c4797e7
zAfnTohheJrGwc|39.757021|-97.088996|bf0cb3633c80d4c514f66864ea6d98362367eefd9d5d3c883a75caf96c4797e7
jiRolXCDdQNiEA|41.968086|-76.878940|bf0cb3633c80d4c514f66864ea6d98362367eefd9d5d3c883a75caf96c4797e7
NvzUOSPkioZBUQ|37.248067|-72.391204|be2207244fb774e1caae1e79e77cdce6681eac89fe4471bfb6f5a66c1e1b59f3
iAsxFlUnKouPlN|35.623583|-122.853894|be2207244fb774e1caae1e79e77cdce6681eac89fe4471bfb6f5a66c1e1b59f3
tUQUHIIyArMNqz|42.502202|-74.051514|be2207244fb774e1caae1e79e77cdce6681eac89fe4471bfb6f5a66c1e1b59f3
WAUcjFmQsFqeBX|34.235243|-122.402126|ce0551463384a435e1ead0a79b1a94149edb056a8dbbe775a6f3714d7e09119b
iTylgQZllunWHk|40.566528|-120.726925|ce0551463384a435e1ead0a79b1a94149edb056a8dbbe775a6f3714d7e09119b
ntSzXAwZzttwoi|44.571930|-76.607642|ce0551463384a435e1ead0a79b1a94149edb056a8dbbe775a6f3714d7e09119b
ZAUFbVZXoIfgYQ|41.121167|-93.250486|6a079966fa80f50d66ee666236927fada49b638b2cb14c5dab7c35662791409b
ZqfLBzuyAgzXrY|38.397058|-79.733609|6a079966fa80f50d66ee666236927fada49b638b2cb14c5dab7c35662791409b
tgVPnCDsXpUftB|42.990652|-92.178516|6a079966fa80f50d66ee666236927fada49b638b2cb14c5dab7c35662791409b
YKkLeibKvyNDYQ|40.867861|-73.739329|5f34b79c541459b0f56c8f58319637c1f75f1b3878fd4681eb4561b07a58c85a
XPfACNDnbYhVMt|30.535112|-71.204253|5f34b79c541459b0f56c8f58319637c1f75f1b3878fd4681eb4561b07a58c85a
lLNblNHWXrGJGX|41.202979|-92.329587|5f34b79c541459b0f56c8f58319637c1f75f1b3878fd4681eb4561b07a58c85a
QXiTFmJQcfUuwz|34.090523|-67.195097|5719bd31776116d502e7c423b636ce8003fec7608704c6221cf09682c2936331
FGHPJQkfdpKGph|40.585918|-88.460908|5719bd31776116d502e7c423b636ce8003fec7608704c6221cf09682c2936331
vGYBpizICBFfqR|41.385814|-99.057094|5719bd31776116d502e7c423b636ce8003fec7608704c6221cf09682c2936331
KADRKvgIcRIQFJ|34.834184|-84.647528|29ec2edac62f2b0f159c6d740c1372ca9499d7a11cb049fca23efcae9cb03c29
CPmBMVgRcXsJHm|45.759440|-73.543409|29ec2edac62f2b0f159c6d740c1372ca9499d7a11cb049fca23efcae9cb03c29
oPrtqsfRrPmjUS|40.236513|-90.435588|29ec2edac62f2b0f159c6d740c1372ca9499d7a11cb049fca23efcae9cb03c29
zYJXpazzbWUAXk|38.912759|-90.119477|5069d632d15c25761caae897753d85d14e090c46f624fe200256cb70bfc6c0ac
IVoFkfmaVssZNi|42.375292|-85.487421|5069d632d15c25761caae897753d85d14e090c46f624fe200256cb70bfc6c0ac
QIexNTnzWUxquW|36.614451|-116.274524|5069d632d15c25761caae897753d85d14e090c46f624fe200256cb70bfc6c0ac
gQSZfJGwvKQcxR|46.323438|-94.082172|ad135d85561148e6d71bffb6edcfdfb815fd7336462bbb039812a2a52fd2f949
zXSmOJAKIczlTf|39.331900|-79.758454|ad135d85561148e6d71bffb6edcfdfb815fd7336462bbb039812a2a52fd2f949
KexotrZgeYTGlf|37.468613|-90.357906|ad135d85561148e6d71bffb6edcfdfb815fd7336462bbb039812a2a52fd2f949
fSSPzQBePtopOn|48.544184|-99.652543|1fd211bcb5d267d49fca097869b7e5334ae976833404531e5a04198be230bf28
