cc_token|card_read_type|trans_start_ts|trans_end_ts|trans_type|trans_amount|trans_currency|trans_auth_code|trans_auth_date|payment_method|origination|is_pin_entry|is_signed|is_unattended|swipe_type|merchant_id|event_ids|event
bc8c904f13dfb94df7d5004a633ce9b886efaf9db3f6adc55d45b399107f9578|5|1601510400.0|1601510409.0|1|62,351.08|USD|583539|1601510403.0|2|1|0|0|1|0|NdliRSqnGTDkhp|bdd2b7bb-e28d-4e38-a93c-a6b6725bd57d|
785fc9477e303904441f1d8a83894750ba55cb4ed71c24296cdef88759ae41b3|5|1601510400.0|1601510408.0|1|731.72|USD|298401|1601510407.0|5|1|1|1|0|0|veYewZPjnTYLmM|514a0a75-20af-445d-9a15-f256a49b6bf2|
785fc9477e303904441f1d8a83894750ba55cb4ed71c24296cdef88759ae41b3|5|1601510400.0|1601510407.0|1|17.41|USD|991417|1601510406.0|6|1|0|1|0|0|EEdMrukrYdngoB|a2c869a6-61d2-4a90-8bc0-3f358ef3ec63|
785fc9477e303904441f1d8a83894750ba55cb4ed71c24296cdef88759ae41b3|5|1601510400.0|1601510409.0|1|7.00|USD|515992|1601510409.0|8|1|0|0|1|0|hTehBGMEGWAZoz|01bab905-1549-4063-af38-7b2bdc28c2a2|
4564153e785637b632ca3a88a8712cb1ead844edf59b45d938c9c24b26a4a717|5|1601510400.0|1601510407.0|1|863.96|USD|718486|1601510402.0|1|1|1|1|0|1|XswUbXliPUFBvn|d091ad26-e5ad-4d5c-99ea-48e60c5b5b59|
4564153e785637b632ca3a88a8712cb1ead844edf59b45d938c9c24b26a4a717|5|1601510400.0|1601510407.0|1|4,893.96|USD|601855|1601510406.0|3|1|0|0|1|0|bbVmzIJmgbFLLi|244d27d3-faac-4147-8398-1b75873f857d|
4564153e785637b632ca3a88a8712cb1ead844edf59b45d938c9c24b26a4a717|5|1601510400.0|1601510409.0|1|16,248.74|USD|102400|1601510409.0|5|1|0|1|0|1|tRYbXoCXEdvOMZ|63275c6d-8987-43ed-9534-9955e4b1ba4d|
562dcb1493d97e57eea56aefff87e4fa500e519a492e5d7e1731998e919b4769|5|1601510400.0|1601510410.0|1|889.05|USD|402646|1601510408.0|11|1|1|0|0|0|muQkJekHPHAloQ|ae683f96-15cc-47b7-82f0-0dc00a1c9b49|
562dcb1493d97e57eea56aefff87e4fa500e519a492e5d7e1731998e919b4769|5|1601510400.0|1601510410.0|1|567.21|USD|515917|1601510407.0|8|1|1|1|0|0|uGmIQAlKvIbYbs|0d1c5aa5-b852-4d91-8a12-8c4c1928966f|
562dcb1493d97e57eea56aefff87e4fa500e519a492e5d7e1731998e919b4769|5|1601510400.0|1601510407.0|1|853.03|USD|492495|1601510401.0|6|1|1|0|0|1|oMxoVrBTgPkuJx|3d1083f6-24e9-43d9-abb0-c489da498892|
8231c8471c40e0e79d97a67c0f620b0e3f92521c7cb2e39effdb6b8c1c4d0608|5|1601510400.0|1601510407.0|1|1.79|USD|487542|1601510404.0|10|1|1|0|0|0|WyUpWiVLzkRqSR|111dfec6-d99b-4d1f-bae2-e37c73cbbc9f|
8231c8471c40e0e79d97a67c0f620b0e3f92521c7cb2e39effdb6b8c1c4d0608|5|1601510400.0|1601510407.0|1|8,607.19|USD|831371|1601510404.0|2|1|0|0|1|1|TdWrhOpwMDrAgA|f915c74c-d34b-4f0f-9088-366cdcd83443|
8231c8471c40e0e79d97a67c0f620b0e3f92521c7cb2e39effdb6b8c1c4d0608|5|1601510400.0|1601510409.0|1|8.84|USD|168928|1601510404.0|8|1|0|0|1|1|lfKPWAZEhFjHsi|dff5d4bc-d28d-4d6b-a89a-b4cc93f852f6|
cbef91e7fbcb0f4b29f929756d6bda5a8746abec5538e61e9bf1bd387a4ded58|5|1601510400.0|1601510407.0|1|0.66|USD|644246|1601510401.0|5|1|1|1|0|0|JLgOzZYEEelSjv|54748109-6bb8-4b1b-9b85-7ffea3c4a44b|
cbef91e7fbcb0f4b29f929756d6bda5a8746abec5538e61e9bf1bd387a4ded58|5|1601510400.0|1601510408.0|1|15,343.63|USD|519066|1601510403.0|10|1|0|1|0|1|HOvXlEKPrJbgPe|bb6c5a9f-6b83-4f3b-932a-11fddff8a4cd|
cbef91e7fbcb0f4b29f929756d6bda5a8746abec5538e61e9bf1bd387a4ded58|5|1601510400.0|1601510407.0|1|77.26|USD|433979|1601510403.0|5|1|0|0|0|1|aKpKsdqPyFeJxB|80c6c843-da99-44fc-bfc3-725864a2b7b4|
31b78f72467360e03d88f77739722c19fa599c57834425dc3ce2afae0696aa26|5|1601510400.0|1601510410.0|1|8.16|USD|176004|1601510405.0|8|1|1|0|1|1|TtkaVuCRTABPJi|a2c40b09-2cda-4d69-9fb2-9e0abe0e9b43|
31b78f72467360e03d88f77739722c19fa599c57834425dc3ce2afae0696aa26|5|1601510400.0|1601510407.0|1|58.05|USD|721650|1601510400.0|1|1|1|0|0|0|eXhisvYrrqZuLp|788dd928-f424-4423-b34c-a817605828be|
31b78f72467360e03d88f77739722c19fa599c57834425dc3ce2afae0696aa26|5|1601510400.0|1601510408.0|1|78,168.62|USD|321905|1601510400.0|6|1|0|1|0|1|exLaPKknkGabRY|5e4cc0d0-3e57-49d8-b7f1-a02d615ac08a|
3857894858cef7ddd9ac75fea8c1bfdf067420e3906d6b73611bd2c38f50e9fe|5|1601510400.0|1601510407.0|1|67.42|USD|574042|1601510407.0|7|1|0|1|0|0|qMlYbPvvlOeCww|4197221e-e516-407f-bb92-8948431196c5|
3857894858cef7ddd9ac75fea8c1bfdf067420e3906d6b73611bd2c38f50e9fe|5|1601510400.0|1601510410.0|1|99,570.10|USD|213623|1601510407.0|7|1|1|1|0|1|sQyxWDPYXpNPHo|d9508ad8-d4ff-4eb7-86b0-d9f7b054fbff|
3857894858cef7ddd9ac75fea8c1bfdf067420e3906d6b73611bd2c38f50e9fe|5|1601510400.0|1601510410.0|1|3,159.11|USD|982198|1601510408.0|4|1|1|1|1|1|wRLRsKvtqsLOvo|9f25446f-b93e-444f-a413-d978a532f5a8|
9ca1dde1c7a68842dd03384bced9122d939a115e1257b399ec6dd08c8842e748|5|1601510400.0|1601510407.0|1|575.59|USD|214921|1601510402.0|1|1|0|0|0|0|vmdcuprWDHSDLU|a68e6e4b-fada-4f2e-81f4-5a588655baf6|
9ca1dde1c7a68842dd03384bced9122d939a115e1257b399ec6dd08c8842e748|5|1601510400.0|1601510407.0|1|0.89|USD|835033|1601510400.0|6|1|1|0|0|1|WoJJWIxILEZvwX|d962d745-26e9-49bf-9661-7575f86a4672|
9ca1dde1c7a68842dd03384bced9122d939a115e1257b399ec6dd08c8842e748|5|1601510400.0|1601510409.0|1|148.48|USD|392077|1601510408.0|2|1|0|1|0|0|tMHmgtUVghnpRg|112b7420-1243-41fa-8647-5593cd5895d3|
d5e5af5226803c2996c776aa38114338f3e3ed90015d78933b8bb795248c5a14|5|1601510400.0|1601510408.0|1|2,261.99|USD|701057|1601510404.0|1|1|1|1|0|1|awUNWbbDwRYSxH|4f1bec67-3172-4f10-847e-72b3ec6afa4d|
d5e5af5226803c2996c776aa38114338f3e3ed90015d78933b8bb795248c5a14|5|1601510400.0|1601510407.0|1|53.27|USD|367630|1601510405.0|2|1|1|0|0|1|LZQwyoVZLzfPZM|5154f7d1-d429-4b34-a2ab-694b25a3c5be|
d5e5af5226803c2996c776aa38114338f3e3ed90015d78933b8bb795248c5a14|5|1601510400.0|1601510407.0|1|3.74|USD|892334|1601510401.0|1|1|0|1|0|1|qHDrYZYMesmtni|05b5ac6e-6de4-44b0-afee-e186c5078f4a|
00fdea22ba5493c9c01e6186fd7fd2f0d70493c7057bec8a90bae45b7cdd86e2|5|1601510400.0|1601510410.0|1|38.66|USD|874732|1601510400.0|3|1|1|1|1|1|jQzylGlaXHtxgP|7a145149-0ebc-4e29-94ac-3d6a678f1c06|
00fdea22ba5493c9c01e6186fd7fd2f0d70493c7057bec8a90bae45b7cdd86e2|5|1601510400.0|1601510407.0|1|19,674.24|USD|430479|1601510403.0|4|1|0|1|0|0|XuFYURcvUYeLxO|d9982c8c-59cf-49d9-bae6-08927d21f271|
00fdea22ba5493c9c01e6186fd7fd2f0d70493c7057bec8a90bae45b7cdd86e2|5|1601510400.0|1601510407.0|1|91.64|USD|910191|1601510400.0|7|1|1|1|0|0|pMLeBquSVwfpcS|ee5a7511-b7bf-4cda-9f9d-ae258616132e|
2a0d80c819abd5ea20bc982485673823ec4be56828e6baca63b441040d539122|5|1601510400.0|1601510409.0|1|99,360.86|USD|893636|1601510407.0|4|1|1|1|0|0|EjWsIlFGtdTmlY|9807f603-e985-4565-bb91-d125728da590|
2a0d80c819abd5ea20bc982485673823ec4be56828e6baca63b441040d539122|5|1601510400.0|1601510410.0|1|7,094.65|USD|198553|1601510410.0|6|1|0|0|0|0|fBnUsGdIQukTIq|bfa2ae3b-e774-4445-8673-350ecdd0b42f|
2a0d80c819abd5ea20bc982485673823ec4be56828e6baca63b441040d539122|5|1601510400.0|1601510408.0|1|64,457.56|USD|204927|1601510407.0|4|1|0|1|1|1|zyKDeuDOcLUVRL|cdc47970-ce17-42f1-be90-6c20e785098f|
a59f05919ed7f84b866ccc9cc099d888f364d5b31211b9ca38ace321b0b0c447|5|1601510400.0|1601510408.0|1|17.36|USD|749312|1601510401.0|2|1|1|0|0|0|nFGhvFqowEeKfQ|7c578995-4de3-4ba8-8e70-34e46f50aefc|
a59f05919ed7f84b866ccc9cc099d888f364d5b31211b9ca38ace321b0b0c447|5|1601510400.0|1601510407.0|1|40,246.73|USD|141559|1601510403.0|1|1|1|0|0|1|eYYdnAVRXgPsiM|411f6421-97da-4643-abe1-868c749bc37a|
a59f05919ed7f84b866ccc9cc099d888f364d5b31211b9ca38ace321b0b0c447|5|1601510400.0|1601510410.0|1|4.78|USD|547231|1601510402.0|2|1|1|0|0|1|rloSFzfHtWcyTA|9ce9231e-a5cf-46cf-94c2-86c0346c0e83|
9978ccd1d322da65f01db1194bf9e9f47da316a02f6e507b85bc455dac1ede85|5|1601510400.0|1601510410.0|1|164.03|USD|628342|1601510409.0|5|1|0|0|0|1|jOAXylIIYLbxel|db425756-690c-4913-9776-d020a00c5c54|
9978ccd1d322da65f01db1194bf9e9f47da316a02f6e507b85bc455dac1ede85|5|1601510400.0|1601510408.0|1|82,486.43|USD|612649|1601510403.0|1|1|1|0|1|0|RtRXbRgUgeARqY|ebcc261b-5c92-460c-a740-331ee6d2b759|
9978ccd1d322da65f01db1194bf9e9f47da316a02f6e507b85bc455dac1ede85|5|1601510400.0|1601510407.0|1|423.34|USD|765155|1601510404.0|5|1|1|1|1|0|kCICMmvsIOENxq|84e37248-3485-4b6f-8b21-1cca872a010c|
4a3074b00a3aac79719c15bd3361a863904b17f4c9aa05192fd6ba1f1aad03f4|5|1601510400.0|1601510407.0|1|81.13|USD|342164|1601510404.0|8|1|1|1|0|1|OcNnBCPqXlDiRV|6fe70d75-1a9c-4db2-b5a3-99efefd5d7bb|
4a3074b00a3aac79719c15bd3361a863904b17f4c9aa05192fd6ba1f1aad03f4|5|1601510400.0|1601510408.0|1|18,379.84|USD|603213|1601510401.0|1|1|1|1|1|0|MGDZNPflGKkuCG|2fda03e1-aa4b-497f-a688-589771e50d93|
4a3074b00a3aac79719c15bd3361a863904b17f4c9aa05192fd6ba1f1aad03f4|5|1601510400.0|1601510408.0|1|360.02|USD|373265|1601510403.0|11|1|1|0|0|0|ItvMHdUCJIpNxk|c7b9935e-172b-42f9-b3a3-ea2bb4e3a94b|
12529a477291284a8d342cb492cde8ce6c74006c1fd04ad33ccd7e98c232874c|5|1601510400.0|1601510407.0|1|4,123.21|USD|273564|1601510405.0|11|1|0|0|1|0|cAqcaFbzPZJNTT|9d71821e-26a9-49ed-a283-3208d2f4f632|
12529a477291284a8d342cb492cde8ce6c74006c1fd04ad33ccd7e98c232874c|5|1601510400.0|1601510409.0|1|6.23|USD|410234|1601510400.0|11|1|1|1|0|1|AMHthomyWRSXcN|1d2d2dc1-9b7f-4e48-90a8-13d4695491a6|
12529a477291284a8d342cb492cde8ce6c74006c1fd04ad33ccd7e98c232874c|5|1601510400.0|1601510410.0|1|22.55|USD|564195|1601510410.0|3|1|1|0|0|0|YfhkrCjOsPTddS|3ff79e25-de54-47e7-8d78-d04b7747891f|
e6546ac3619a2b7f7f3b9e1e5e0d449e3cddbfa938be17b9570637a200ca6f01|5|1601510400.0|1601510407.0|1|0.66|USD|788323|1601510406.0|2|1|1|1|0|0|UbQAYBmjYyYVuz|a02e791a-9747-4d59-96cc-1ca712310107|
e6546ac3619a2b7f7f3b9e1e5e0d449e3cddbfa938be17b9570637a200ca6f01|5|1601510400.0|1601510409.0|1|83,673.78|USD|776933|1601510404.0|8|1|0|1|0|1|hZVjVQJjmSuIky|ad2a41af-3e4e-414e-9ad9-4e4732549f50|
e6546ac3619a2b7f7f3b9e1e5e0d449e3cddbfa938be17b9570637a200ca6f01|5|1601510400.0|1601510409.0|1|95.91|USD|631267|1601510400.0|1|1|0|1|1|1|HOlhtbHUThXeDN|cfa1b827-f565-4ccd-b076-bf73dac80b7e|
2117b455d09bc1627d7df9564264ec0a0810e438b209864ef5f279b712ff781f|5|1601510400.0|1601510410.0|1|9.45|USD|307455|1601510403.0|6|1|0|0|0|0|sljPTkeGTVBrgB|43b0be3f-f92b-4093-af42-e57fd7d87963|
2117b455d09bc1627d7df9564264ec0a0810e438b209864ef5f279b712ff781f|5|1601510400.0|1601510407.0|1|4,604.05|USD|639904|1601510403.0|2|1|0|0|1|1|UpCdqOuSivsRnu|4cfcfc01-b6ae-4ef0-9be8-ce9cd12da562|
2117b455d09bc1627d7df9564264ec0a0810e438b209864ef5f279b712ff781f|5|1601510400.0|1601510407.0|1|23.07|USD|620635|1601510406.0|11|1|1|1|0|0|pUcRyRdSaqwItv|5263a845-962f-4496-9221-0ab349ede2d8|
c1ec2c03e638bf3ea78955207e3d98a81ed28dc867f2c2101fb9c24199d99d04|5|1601510400.0|1601510407.0|1|3.46|USD|629976|1601510405.0|9|1|1|1|1|1|VxiqeUCxtsbLUw|47643f66-aeb1-4629-b191-a8a0b8cde67c|
c1ec2c03e638bf3ea78955207e3d98a81ed28dc867f2c2101fb9c24199d99d04|5|1601510400.0|1601510408.0|1|3,506.34|USD|984921|1601510407.0|9|1|0|0|0|1|idoWrERhWuMnCC|7d39a60a-1cf2-4b11-9a62-65e8b52ea9d5|
c1ec2c03e638bf3ea78955207e3d98a81ed28dc867f2c2101fb9c24199d99d04|5|1601510400.0|1601510410.0|1|1.62|USD|973011|1601510409.0|9|1|1|0|0|1|SNeDSiTXUNtmyM|cc1ef74e-03ba-4c38-bcc2-46863be73700|
8b64f31c807e544c13f7ed6f91349ac41e5e6942adc1afeece1464ab61a571f4|5|1601510400.0|1601510410.0|1|5,189.25|USD|381653|1601510402.0|4|1|1|0|1|1|vpwhrbOvpJXZKE|a1ea8855-2343-49f0-9585-995e79ea6714|
8b64f31c807e544c13f7ed6f91349ac41e5e6942adc1afeece1464ab61a571f4|5|1601510400.0|1601510408.0|1|4,204.35|USD|623918|1601510404.0|4|1|0|1|1|1|xcuKMyLzZiKZlD|b61554ff-5bb9-43b8-b533-7aa90020e88a|
8b64f31c807e544c13f7ed6f91349ac41e5e6942adc1afeece1464ab61a571f4|5|1601510400.0|1601510408.0|1|507.48|USD|990298|1601510407.0|5|1|0|0|0|1|ggZqPMJoIVWMER|e9328ae4-4361-41d6-8084-45388e91f749|
39cd5e785b7c58c26b6ee7d5dd9c5e5f4a0fd917b0277166a4a704b6ab0b6b89|5|1601510400.0|1601510407.0|1|609.26|USD|731801|1601510402.0|9|1|0|1|1|0|IrfjjvDZmeVgYE|3a868555-a857-4fda-9036-606cc0d4002a|
39cd5e785b7c58c26b6ee7d5dd9c5e5f4a0fd917b0277166a4a704b6ab0b6b89|5|1601510400.0|1601510409.0|1|78.28|USD|885224|1601510403.0|3|1|1|1|1|0|GgcjjxLQFqktbb|1e67eff5-aac6-4c95-8087-502be92974f3|
39cd5e785b7c58c26b6ee7d5dd9c5e5f4a0fd917b0277166a4a704b6ab0b6b89|5|1601510400.0|1601510407.0|1|4,641.83|USD|186458|1601510401.0|3|1|1|1|0|0|gvqkBFQLjsLIwQ|fb69f24e-5a21-4ba5-a62f-0f988e427f87|
a100c6032718400d75ab0ecb6e5998cb315c91399afd177a345b6b4412f3a4b8|5|1601510400.0|1601510409.0|1|766.36|USD|288356|1601510405.0|6|1|0|0|1|1|MfRnijmycZHqkW|c33363e4-0398-4892-af84-6aaab23ab041|
a100c6032718400d75ab0ecb6e5998cb315c91399afd177a345b6b4412f3a4b8|5|1601510400.0|1601510407.0|1|81,851.51|USD|469027|1601510401.0|9|1|0|1|1|1|JWKOZnUQAxQpzN|85053c29-a721-46f6-a653-c0b1ed93c861|
a100c6032718400d75ab0ecb6e5998cb315c91399afd177a345b6b4412f3a4b8|5|1601510400.0|1601510410.0|1|3,075.93|USD|255007|1601510407.0|2|1|1|1|1|0|rojEpfeTBHxdZb|a88a36f6-70cf-4f45-b07d-8f28c2b70f3f|
57cf7ade5a884333301be278f3b4f803da0d96ff0356593b59a5bf9bbab4571f|5|1601510400.0|1601510407.0|1|29,680.75|USD|382536|1601510400.0|5|1|0|1|1|1|uXCrGIYxaqaukj|80f5cec3-ebfb-4dfd-9375-b55d043945dd|
57cf7ade5a884333301be278f3b4f803da0d96ff0356593b59a5bf9bbab4571f|5|1601510400.0|1601510407.0|1|69.35|USD|716331|1601510401.0|3|1|0|1|0|1|FhjNmXuQtSFDzn|b4b1145d-5541-4d17-83f1-39603bf77ba5|
57cf7ade5a884333301be278f3b4f803da0d96ff0356593b59a5bf9bbab4571f|5|1601510400.0|1601510407.0|1|9.99|USD|291114|1601510407.0|3|1|1|0|1|1|zEFFcEBehnRtOs|13520a14-aa33-4dc9-ac04-1ae1d0b9993b|
e35559ed52a20f3b9accbeee15a8d53ef69bc315d95c0dfd6509c220148bac57|5|1601510400.0|1601510410.0|1|2.52|USD|633481|1601510400.0|6|1|0|1|0|0|HNvOPwfwvIHdDE|9896daa2-6bbb-4ace-bd91-9cbbf87e2383|
e35559ed52a20f3b9accbeee15a8d53ef69bc315d95c0dfd6509c220148bac57|5|1601510400.0|1601510407.0|1|1.34|USD|620007|1601510403.0|5|1|1|1|1|1|AQgpitoiOqooGX|d14a991d-57e9-454b-bc68-bb9729817bbb|
e35559ed52a20f3b9accbeee15a8d53ef69bc315d95c0dfd6509c220148bac57|5|1601510400.0|1601510407.0|1|9.62|USD|942248|1601510404.0|4|1|0|0|1|1|NHvgIyoVRcYeOR|e2d36972-0d4a-46aa-b102-2536c9650560|
049f0764911b459f550673039e4564cbb4a69c741e468808dd439846e04c5c11|5|1601510400.0|1601510408.0|1|747.24|USD|381015|1601510401.0|6|1|0|0|1|1|ULCWlzDMevyUaG|a58a7f0a-dfaf-4970-bac7-434f07e38a38|
049f0764911b459f550673039e4564cbb4a69c741e468808dd439846e04c5c11|5|1601510400.0|1601510409.0|1|39,706.23|USD|252168|1601510408.0|9|1|1|0|1|0|JKDMwhGmmdXSxd|cbc8f05a-7215-427a-86b2-d89af062141d|
049f0764911b459f550673039e4564cbb4a69c741e468808dd439846e04c5c11|5|1601510400.0|1601510407.0|1|54,358.90|USD|608798|1601510403.0|10|1|0|0|1|1|fzcctOYLAvZcNj|4701ae7b-b979-4239-937f-f5dd7c6833e7|
21f1d7f0a9bc0497ea2ca6f786056512ed30bf43ca26c97cd8711b7e6b2804f0|5|1601510400.0|1601510409.0|1|84,442.11|USD|710272|1601510402.0|11|1|1|0|0|0|fEaLstBTLoxeZJ|3d250ad9-9a63-4cb1-ae53-75cb7e3d8051|
21f1d7f0a9bc0497ea2ca6f786056512ed30bf43ca26c97cd8711b7e6b2804f0|5|1601510400.0|1601510408.0|1|76.08|USD|831037|1601510405.0|9|1|1|1|0|0|OwgBrPOgtBkjhx|1bb37822-231c-4da6-8893-41d17495597f|
21f1d7f0a9bc0497ea2ca6f786056512ed30bf43ca26c97cd8711b7e6b2804f0|5|1601510400.0|1601510407.0|1|7,899.68|USD|848947|1601510407.0|7|1|1|0|1|0|KnBGGCNQwHUOvM|bd7449dd-8728-441d-b84e-fda5d3060456|
f74da9a54bfb16d2ce2dfe9327a52ce20c0a440d13dd9bbda7ce0ec57773aa47|5|1601510400.0|1601510410.0|1|1,578.01|USD|910053|1601510405.0|8|1|0|1|0|1|GeNmkmTSsJhKCl|abaf352d-78ee-4ab2-a304-96889b5f11aa|
f74da9a54bfb16d2ce2dfe9327a52ce20c0a440d13dd9bbda7ce0ec57773aa47|5|1601510400.0|1601510409.0|1|68,074.36|USD|462496|1601510408.0|7|1|1|1|1|1|LlddofVxICQZTY|9346f0a7-7f55-49c2-be14-cd56d942192f|
f74da9a54bfb16d2ce2dfe9327a52ce20c0a440d13dd9bbda7ce0ec57773aa47|5|1601510400.0|1601510409.0|1|1,696.41|USD|227978|1601510403.0|3|1|1|0|1|0|KLSLdXMeFWYPCd|b0f78f4c-df15-4760-960a-5a3c5f7a3fed|
2339423714e39080b60537df1ed3f8f3beb586e5e968d25423a0aaa231fe65a7|5|1601510400.0|1601510407.0|1|428.05|USD|209163|1601510400.0|10|1|1|1|0|1|WwhifhWEKXDfZp|9b9b696b-5fa8-402d-ade4-6485d9addd31|
2339423714e39080b60537df1ed3f8f3beb586e5e968d25423a0aaa231fe65a7|5|1601510400.0|1601510407.0|1|121.33|USD|151838|1601510401.0|2|1|0|1|0|1|tIagYBEtgDntWl|cf0d92ee-08f0-4869-8006-ef9856cc5527|
2339423714e39080b60537df1ed3f8f3beb586e5e968d25423a0aaa231fe65a7|5|1601510400.0|1601510409.0|1|2.10|USD|431683|1601510400.0|4|1|0|0|1|1|DDZFkEGGRItJcL|6ebfcfef-ff08-465f-b75e-f2701a082fa6|
17a7bb941cd521231c6c935a362ae3589d7aee4cbbaab94998ade15eaa484637|5|1601510400.0|1601510408.0|1|56,398.81|USD|596166|1601510401.0|11|1|0|0|0|1|cXZJXSOlvlIydQ|1eb7c1da-f0ab-4042-95bd-14973e1f8cba|
17a7bb941cd521231c6c935a362ae3589d7aee4cbbaab94998ade15eaa484637|5|1601510400.0|1601510408.0|1|2.34|USD|918288|1601510407.0|4|1|0|1|0|1|sSnzDMEeeuusEi|36977f0e-c390-445b-b18b-39eb7180b294|
17a7bb941cd521231c6c935a362ae3589d7aee4cbbaab94998ade15eaa484637|5|1601510400.0|1601510407.0|1|3,569.49|USD|705989|1601510406.0|8|1|0|1|1|0|sVFAaHtGowvPah|10b2a6e1-e1a6-4179-86f4-7c6233751b62|
9137a9b4d03c2aa9b00fe4c570c0ab3a1279c758a969a40bcc2e6d92f77eec9a|5|1601510400.0|1601510408.0|1|3.42|USD|319151|1601510408.0|3|1|1|1|0|0|EDNMQcTJpoxKFx|34b89d49-f648-46ea-986c-8ef4446b9f16|
9137a9b4d03c2aa9b00fe4c570c0ab3a1279c758a969a40bcc2e6d92f77eec9a|5|1601510400.0|1601510407.0|1|8,656.57|USD|180053|1601510404.0|2|1|0|1|1|0|QCwSgavanWRdcJ|93cf0cec-0657-441e-81c7-ad3f296be8a6|
9137a9b4d03c2aa9b00fe4c570c0ab3a1279c758a969a40bcc2e6d92f77eec9a|5|1601510400.0|1601510407.0|1|75,753.97|USD|845468|1601510406.0|6|1|1|1|0|0|UPfidFxiKNLMsv|614c47f8-dcc9-41a9-aa4b-bcde3687ed7d|
f2e07c3ba484813ec015031f9f2ab605f01332e62e91921a9bfd05198608971d|5|1601510400.0|1601510407.0|1|49,517.67|USD|291471|1601510405.0|2|1|0|0|0|1|xlhSQciqAVItOh|49e9c6ee-824c-4d8f-b2fe-07a6c1ce2d78|
f2e07c3ba484813ec015031f9f2ab605f01332e62e91921a9bfd05198608971d|5|1601510400.0|1601510409.0|1|90.13|USD|638310|1601510408.0|11|1|1|0|1|1|BgLyaVXaoWacgA|c27a4f72-142e-4363-b404-0a8ce5086f7a|
f2e07c3ba484813ec015031f9f2ab605f01332e62e91921a9bfd05198608971d|5|1601510400.0|1601510409.0|1|74.89|USD|837326|1601510407.0|10|1|1|0|1|0|zpvJHFHPrTPJQq|376e7181-253d-4b58-9f50-0cabcc155e13|
93cd8630666c804e2fae936c5bbd7a349a3ae6490e436a8c5345ca8ca7503e55|5|1601510400.0|1601510410.0|1|70.04|USD|483272|1601510410.0|1|1|0|1|0|0|AndTlfAsfyLzSV|7925ae19-0144-47ad-a374-9ac1e6edfb71|
93cd8630666c804e2fae936c5bbd7a349a3ae6490e436a8c5345ca8ca7503e55|5|1601510400.0|1601510409.0|1|65.01|USD|241234|1601510408.0|4|1|0|1|0|0|qEpEOnSOMANAUn|2e707c6d-744a-4831-800c-198d648620b8|
93cd8630666c804e2fae936c5bbd7a349a3ae6490e436a8c5345ca8ca7503e55|5|1601510400.0|1601510408.0|1|2,617.71|USD|992760|1601510401.0|3|1|1|0|1|1|PrtRJjKbWgwhVy|1341bcc8-9db8-4da8-b0e5-3fd456062283|
39a43344fe0bb8228d99003992d79a72dbdf502772b841e33a608d8ff8178b35|5|1601510400.0|1601510407.0|1|85,825.55|USD|366631|1601510405.0|3|1|1|1|0|0|UpyUoDJpuHFAtX|981e74be-2153-4b04-88a1-7e95a925729c|
39a43344fe0bb8228d99003992d79a72dbdf502772b841e33a608d8ff8178b35|5|1601510400.0|1601510410.0|1|385.87|USD|167263|1601510406.0|9|1|1|0|1|0|PEAnGTojHUbfkf|0f78a5cd-a216-4ac3-867e-30bac36a62ea|
39a43344fe0bb8228d99003992d79a72dbdf502772b841e33a608d8ff8178b35|5|1601510400.0|1601510409.0|1|7.70|USD|845900|1601510402.0|1|1|0|1|0|0|YTKHwihVHOEzNw|579d7b51-c666-436b-8334-cd42ba864777|
164f6a40951c8bbc8be060ebf144b0e440b5d73fc2e785019d5bc7f02eb52eb9|5|1601510400.0|1601510407.0|1|30,924.83|USD|897383|1601510407.0|6|1|0|0|1|0|rhgsrreykmZvDC|d89d9add-2fbf-4965-8e84-2ecc27b6be4d|
164f6a40951c8bbc8be060ebf144b0e440b5d73fc2e785019d5bc7f02eb52eb9|5|1601510400.0|1601510409.0|1|6.28|USD|671147|1601510403.0|10|1|0|0|0|1|ZYXljaWXbUBuRt|e9789ba8-b52e-49a1-8ea8-338fd3adadcc|
164f6a40951c8bbc8be060ebf144b0e440b5d73fc2e785019d5bc7f02eb52eb9|5|1601510400.0|1601510410.0|1|11.34|USD|826277|1601510405.0|4|1|0|1|0|0|nOmZuKarJVzhFZ|0496d7d8-b5ec-4cb8-a252-0c25f56a8342|
25262b6d60d20b41601d5fb6c30ba819474e7e84360bf67606285e87659c1503|5|1601510400.0|1601510410.0|1|63,214.66|USD|667483|1601510404.0|2|1|0|1|1|0|GKIVpsUjMvwZie|2f53a959-f515-4783-8d67-d95fafac1422|
25262b6d60d20b41601d5fb6c30ba819474e7e84360bf67606285e87659c1503|5|1601510400.0|1601510408.0|1|282.99|USD|995433|1601510407.0|10|1|1|1|0|0|sdkpXwDpfOVeLL|f42e4643-5ff7-4b6d-80de-10a415560dc6|
25262b6d60d20b41601d5fb6c30ba819474e7e84360bf67606285e87659c1503|5|1601510400.0|1601510409.0|1|205.48|USD|395344|1601510402.0|11|1|0|1|0|1|xokwntvYdDZfqK|d2adcf6b-558a-4506-8544-1cb1e2c5dd07|
aaa351aa52c98412b39c584896fa07da64492acae5add8be411a65d2ab6b92c4|5|1601510400.0|1601510409.0|1|2,274.88|USD|569585|1601510409.0|10|1|0|1|1|0|aMdkLnGOglawfA|ab358f7c-dadd-45f6-b079-784b116e85e7|
